类型,索引,替换目标,文本值(繁中）
task_config,1400006,desc,對戰中至少召喚3個紅色戰爭或黃色命運怪物並獲得1場勝利（非冒險）
task_config,1400007,desc,對戰中至少召喚3個紅色戰爭或藍色平衡怪物並獲得1場勝利（非冒險）
task_config,1400008,desc,對戰中至少召喚3個紅色戰爭或綠色自然怪物並獲得1場勝利（非冒險）
task_config,1400009,desc,對戰中至少召喚3個紅色戰爭或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1400010,desc,對戰中至少召喚3個黃色命運或藍色平衡怪物並獲得1場勝利（非冒險）
task_config,1400011,desc,對戰中至少召喚3個黃色命運或綠色自然怪物並獲得1場勝利（非冒險）
task_config,1400012,desc,對戰中至少召喚3個黃色命運或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1400013,desc,對戰中至少召喚3個藍色平衡或綠色自然怪物並獲得1場勝利（非冒險）
task_config,1400014,desc,對戰中至少召喚3個藍色平衡或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1400015,desc,對戰中至少召喚3個綠色自然或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,1400016,desc,對戰中至少召喚2個紅色戰爭物品並獲得1場勝利（非冒險）
task_config,1400017,desc,對戰中至少召喚2個黃色命運物品並獲得1場勝利（非冒險）
task_config,1400018,desc,對戰中至少召喚2個藍色平衡物品並獲得1場勝利（非冒險）
task_config,1400019,desc,對戰中至少召喚2個綠色自然物品並獲得1場勝利（非冒險）
task_config,1400020,desc,對戰中至少召喚2個紫色混亂物品並獲得1場勝利（非冒險）
task_config,1400021,desc,對戰中至少召喚2個白色中立物品並獲得1場勝利（非冒險）
task_config,1400022,desc,對戰中至少召喚3個紅色戰爭或黃色命運物品並獲得1場勝利（非冒險）
task_config,1400023,desc,對戰中至少召喚3個紅色戰爭或藍色平衡物品並獲得1場勝利（非冒險）
task_config,1400024,desc,對戰中至少召喚3個紅色戰爭或綠色自然物品並獲得1場勝利（非冒險）
task_config,1400025,desc,對戰中至少召喚3個紅色戰爭或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1400026,desc,對戰中至少召喚3個紅色戰爭或白色中立物品並獲得1場勝利（非冒險）
task_config,1400027,desc,對戰中至少召喚3個黃色命運或藍色平衡物品並獲得1場勝利（非冒險）
task_config,1400028,desc,對戰中至少召喚3個黃色命運或綠色自然物品並獲得1場勝利（非冒險）
task_config,1400029,desc,對戰中至少召喚3個黃色命運或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1400030,desc,對戰中至少召喚3個黃色命運或白色中立物品並獲得1場勝利（非冒險）
task_config,1400031,desc,對戰中至少召喚3個藍色平衡或綠色自然物品並獲得1場勝利（非冒險）
task_config,1400032,desc,對戰中至少召喚3個藍色平衡或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1400033,desc,對戰中至少召喚3個藍色平衡或白色中立物品並獲得1場勝利（非冒險）
task_config,1400034,desc,對戰中至少召喚3個綠色自然或紫色混亂物品並獲得1場勝利（非冒險）
task_config,1400035,desc,對戰中至少召喚3個綠色自然或白色中立物品並獲得1場勝利（非冒險）
task_config,1400036,desc,對戰中至少召喚3個紫色混亂或白色中立物品並獲得1場勝利（非冒險）
task_config,1400037,desc,對戰中至少召喚4個紅色戰爭卡片並獲得1場勝利（非冒險）
task_config,1400038,desc,對戰中至少召喚4個黃色命運卡片並獲得1場勝利（非冒險）
task_config,1400039,desc,對戰中至少召喚4個藍色平衡卡片並獲得1場勝利（非冒險）
task_config,1400040,desc,對戰中至少召喚4個綠色自然卡片並獲得1場勝利（非冒險）
task_config,1400041,desc,對戰中至少召喚4個紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1400042,desc,對戰中至少召喚4個白色中立卡片並獲得1場勝利（非冒險）
task_config,1400043,desc,對戰中至少召喚5個紅色戰爭或黃色命運卡片並獲得1場勝利（非冒險）
task_config,1400044,desc,對戰中至少召喚5個紅色戰爭或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,1400045,desc,對戰中至少召喚5個紅色戰爭或綠色自然卡片並獲得1場勝利（非冒險）
task_config,1400046,desc,對戰中至少召喚5個紅色戰爭或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1400047,desc,對戰中至少召喚5個紅色戰爭或白色中立卡片並獲得1場勝利（非冒險）
task_config,1400048,desc,對戰中至少召喚5個黃色命運或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,1400049,desc,對戰中至少召喚5個黃色命運或綠色自然卡片並獲得1場勝利（非冒險）
task_config,1400050,desc,對戰中至少召喚5個黃色命運或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1400051,desc,對戰中至少召喚5個黃色命運或白色中立卡片並獲得1場勝利（非冒險）
task_config,1400052,desc,對戰中至少召喚5個藍色平衡或綠色自然卡片並獲得1場勝利（非冒險）
task_config,1400053,desc,對戰中至少召喚5個藍色平衡或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1400054,desc,對戰中至少召喚5個藍色平衡或白色中立卡片並獲得1場勝利（非冒險）
task_config,1400055,desc,對戰中至少召喚5個綠色自然或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,1400056,desc,對戰中至少召喚5個綠色自然或白色中立卡片並獲得1場勝利（非冒險）
task_config,1400057,desc,對戰中至少召喚5個紫色混亂或白色中立卡片並獲得1場勝利（非冒險）
task_config,1400058,desc,對戰中贏得一場勝利（非冒險）
task_config,1400059,desc,對戰中消滅6個怪物（非冒險）
task_config,1400060,desc,對戰中使用6個物品（非冒險）
task_config,1400061,desc,對戰中至少召喚4個費用2及以下的怪物（非冒險）
task_config,1400062,desc,對戰中至少召喚5個費用3及以下的怪物（非冒險）
task_config,1400063,desc,對戰中至少召喚6個費用4及以下的怪物（非冒險）
task_config,1400064,desc,對戰中至少召喚5個費用2及以上的怪物（非冒險）
task_config,1400065,desc,對戰中至少召喚4個費用3及以上的怪物（非冒險）
task_config,1400066,desc,對戰中至少召喚3個費用4及以上的怪物（非冒險）
task_config,1400067,desc,對戰中贏得一場勝利（非冒險）
task_config,1400068,desc,對戰中至少召喚4個費用2及以下的物品（非冒險）
task_config,1400069,desc,對戰中至少召喚5個費用3及以下的物品（非冒險）
task_config,1400070,desc,對戰中至少召喚6個費用4及以下的物品（非冒險）
task_config,1400071,desc,對戰中至少召喚5個費用2及以上的物品（非冒險）
task_config,1400072,desc,對戰中至少召喚4個費用3及以上的物品（非冒險）
task_config,1400073,desc,對戰中至少召喚3個費用4及以上的物品（非冒險）
task_config,1400074,desc,對戰中贏得一場勝利（非冒險）
task_config,1400075,desc,對戰中至少召喚4個費用2及以下的卡片（非冒險）
task_config,1400076,desc,對戰中至少召喚5個費用3及以下的卡片（非冒險）
task_config,1400077,desc,對戰中至少召喚6個費用4及以下的卡片（非冒險）
task_config,1400078,desc,對戰中至少召喚5個費用2及以上的卡片（非冒險）
task_config,1400079,desc,對戰中至少召喚4個費用3及以上的卡片（非冒險）
task_config,1400080,desc,對戰中至少召喚3個費用4及以上的卡片（非冒險）
task_config,1400081,desc,對戰中贏得一場勝利（非冒險）
task_config,1400082,desc,完成2次冒險勝利
periphery_config,1,ladder_desc,成為卡片怪獸大師的第一步：菜雞互啄
periphery_config,2,ladder_desc,雖然被稱為巨人，其實他們的身高也只不過2米出頭
periphery_config,3,ladder_desc,狼蛛的絲和普通蛛絲強度幾乎沒有區別，但是噴射量是普通蜘蛛的20倍
periphery_config,4,ladder_desc,內止懦、外止暴、此為武--蜥蜴長者
periphery_config,5,ladder_desc,為什麼口音如此重的咒語能被成功施放呢？--重傷的法師學徒
periphery_config,6,ladder_desc,夜鯊並非在夜裡出沒才得此名，而是由於其撲騰而起時遮雲蔽日，宛如夜晚降臨
periphery_config,7,ladder_desc,鱷魚總是槍不離身，畢竟這世界上能同時用來玩賭博和輸了賴帳的東西並不多
periphery_config,8,ladder_desc,以風為形、以風為刃…其實不用加熱也行的啦…--元素導師
periphery_config,9,ladder_desc,鳥人族都是射箭的好手，而波坎則宛如弓箭之神
periphery_config,10,ladder_desc,是只鳥？是飛毯？不，是貓騎！--綠穴居人
periphery_config,11,ladder_desc,天哪，我們要發財啦！--龍蝦捕獵者遺言
periphery_config,12,ladder_desc,我！就是力量的化身--的親戚！--藍龍
battle_guide_event_config,1,dialogue_text,來吧！消滅我所有怪獸吧！
battle_guide_event_config,2,dialogue_text,場上沒有怪獸的話，牌組可是會遭殃的哦~
battle_guide_event_config,3,dialogue_text,我的攻擊類型是近戰，因此我只會在1號位進行攻擊T T
battle_guide_event_config,4,dialogue_text,那個...我在1號位無法進行遠端攻擊…
battle_guide_event_config,5,dialogue_text,我的怪獸可是占盡優勢呢！
battle_guide_event_config,6,dialogue_text,哈哈哈哈~
battle_guide_event_config,7,dialogue_text,穿上裝備，我們好好打一場！
battle_guide_event_config,8,dialogue_text,讓我們也穿上裝備吧！
battle_guide_event_config,9,dialogue_text,看來是時候拿出我壓箱底的卡牌了！
battle_guide_event_config,10,dialogue_text,哈哈哈，簡直不痛不癢!
battle_guide_event_config,11,dialogue_text,護甲可以抵禦魔法攻擊以外的所有傷害！
battle_guide_event_config,12,dialogue_text,魔法攻擊？不~~~
battle_guide_event_config,13,dialogue_text,場上沒有怪獸的話，牌組可是會遭殃的哦~
battle_guide_event_config,14,dialogue_text,我的攻擊類型是近戰，因此我只會在1號位進行攻擊T T
battle_guide_event_config,15,dialogue_text,那個...我在1號位無法進行遠端攻擊…
battle_guide_event_config,1,dialogue_name,威爾
battle_guide_event_config,2,dialogue_name,威爾
battle_guide_event_config,3,dialogue_name,雪刃
battle_guide_event_config,4,dialogue_name,清潔少女
battle_guide_event_config,5,dialogue_name,威爾
battle_guide_event_config,6,dialogue_name,威爾
battle_guide_event_config,7,dialogue_name,挑戰者
battle_guide_event_config,8,dialogue_name,雪刃
battle_guide_event_config,9,dialogue_name,挑戰者
battle_guide_event_config,10,dialogue_name,挑戰者
battle_guide_event_config,11,dialogue_name,挑戰者
battle_guide_event_config,12,dialogue_name,挑戰者
battle_guide_event_config,13,dialogue_name,挑戰者
battle_guide_event_config,14,dialogue_name,雪刃
battle_guide_event_config,15,dialogue_name,清潔少女
guide_step_config,1_2,step_info,酒館侍女@嘿，冒險家，怎麼悶悶不樂的，接不到合適的冒險委託？
guide_step_config,1_3,step_info,酒館侍女@不如轉換一下心情，我來教你一個遊戲吧~來吧，很簡單的~威爾，來和這位冒險者玩一局"卡片怪獸"麼？
guide_step_config,3_2,step_info,酒館侍女@真厲害！完全不像是新手呢！這是送給你的獎勵，不用客氣收下吧
guide_step_config,3_3,step_info,酒館侍女@唔，似乎馬上就有新的挑戰者出現了呢，好好利用剛獲得的卡片哦
adventure_config,1,win_target,消滅所有怪獸
adventure_config,2,win_target,消滅指定怪獸
adventure_config,3,win_target,在本回合內勝利
adventure_config,1,play_desc,測試用描述
adventure_config,2,play_desc,測試用描述
adventure_config,3,play_desc,測試用描述
proficiency_config,1,UnlockSkillTitle,濺射攻擊！
proficiency_config,2,UnlockSkillTitle,濺射攻擊！
proficiency_config,3,UnlockSkillTitle,濺射攻擊！
proficiency_config,1,UnlockSkillDesc,你以為躲在後排就沒事了麼？
proficiency_config,2,UnlockSkillDesc,你以為躲在後排就沒事了麼？
proficiency_config,3,UnlockSkillDesc,你以為躲在後排就沒事了麼？
proficiency_config,1,FullDes,完成段位1考試
proficiency_config,2,FullDes,參加1場天梯
proficiency_config,3,FullDes,贏得1場天梯
proficiency_config,1,Fun1Title,段位考試解鎖！
proficiency_config,2,Fun1Title,天梯解鎖！
proficiency_config,2,Fun2Title,鼠潮解鎖！
proficiency_config,2,Fun3Title,怪獸卡槽5解鎖！
proficiency_config,1,LvUpDesc,恭喜你升級啦！
proficiency_config,2,LvUpDesc,恭喜你升級啦！
card_stat_config,1,desc,造成傷害
card_stat_config,2,desc,承受傷害
card_stat_config,3,desc,治療傷害
card_stat_config,4,desc,躲避傷害
card_stat_config,5,desc,消滅怪獸
card_stat_config,6,desc,破壞防具
card_stat_config,7,desc,消滅武器
card_stat_config,8,desc,獲取水晶
card_stat_config,9,desc,反擊傷害
card_stat_config,10,desc,獲得額外護甲值
card_stat_config,11,desc,降低敵方傷害
card_stat_config,12,desc,增加我方傷害
